Document ID,Cleaned Reviews,sentiment
1,killer flower moon western crime drama film cowritten direct martin scorses base nonfict book name david grann star leonardo dicaprio robert de niro lili gladston touch upon often overlook piec american histori best way possibl thank talent director castin earli discoveri oil land belong nativ american osag nation turn tribe richest peopl world sudden acquisit wealth attract attent white businessmen look seiz opportun steal much osag tribe possibl among group interlop ernest burkhart leonardo dicaprio upon arriv oklahoma encourag uncl william king hale robert de niro marri member osag way inherit fortun ernest soon fall love later marri molli lili gladston young osag woman strong tie famili rich white occup nativ land continu member osag tribe repeatedli found murder mysteri circumst molli close famili among promin victimson favourit thing movi addit enjoy mean entertain also function great method preserv matter obscur topic may film made releas mainstream alreadi perman preserv way especi effect filmmak believ peopl made awar someth may otherwis forgotten time help maintain relev gener public one event often glanc osag indian murder seri slay wealthi member nativ american osag tribe earli th centuri howev thank martin scorses film killer flower moon audienc chanc educ entertain overlook histor occurr movi provid sophist eyeopen look america treatment one particular group indigen populationmuch like scorses best known work film frame epic indepth studi dark side human natur watch osag tribe live harmoni among forcibl thrust sight outsid world oil found land spite vast wealth accumul osag unabl hold back larg tide white peopl show attempt steal away everyth rightli tribe happi exist compromis subject frequent discrimin first verbal physic see sinist plan william king hale come play marri nephew ernest osag way pilfer rich time right make scheme intrigu watch patienc requir pull ethic ramif result filmmak like scorses could explor topic like complex style remain timeless everaddit almost scorses visual trademark director full display wideopen cinematographi design immers audienc world america creativ frame charact shot give certain perspect scene one particular stood convers ernest william discus busi regard osag see two seat insid darkli lit room discus type futur lie ahead entir tribe ernest choos remain loyal osag wife molli uncl william remind nephew import reason marri first place scorses place charact way make look place insid singl bright spot dark room dark surround two liken perfect visual represent true intent suppos bright focus actual metaphor taint presenc everyth osag creat pointdu scale theme plot film right earn long runtim almost three half hour minut total mani differ facet explor charact action result consequ make compel view experi person think made film interest watch im entir sure said casual viewer film pace intent slow mean build tension air believ work rather effect minim music score use method showcas realist point view scene raw emot word film requir patienc attent mind someth greatli reward anybodi manag display virtu effect scorses made film heavili reliant atmospher rather frequent action hollywood blockbustersin sixth collabor legendari director leonardo dicaprio deliv yet anoth memor perform role ernest burkhart make dicaprio charact intrigu indecis natur torn support white famili osag wife molli one hand ernest loyalti toward birth famili made go ahead uncl idea first place hand truli fall molli cannot bring end along entir tribe dicaprio display signatur rang emot altern strong famili man submiss weakl uncl bid pull quit effectivelyaft work ten film togeth robert de niro step back usual spot scorses lead support role william king hale essenti main antagonist stori hale man determin weasel way wealth regardless whether truli earn intent malici meant serv person gain littl regard wellb other even nephew consid worst charact trait believ action justifi bibl say spread word god claim god want particip genocid entir race peopl noth short evil demonstr numer point throughout film role like perfect actor like robert de niro better director show world martin scorsesehowev film true standout would lili gladston molli truli heart soul stori woman experienc much pain heartbreak life whether physic ailment sudden death rel yet despit hardship molli remain steadfast ever choos love wife husband care mother young child molli essenti repres posit valu tribe uphold among last famili hasnt complet sold ideal rich lifestyl easili career defin role gladston certainli potenti noteworthi star one dayfor american histori buff martin scorses fan killer flower moon repres fascin look best world bring attent often neglect histor issu use anoth wellcraft cinemat addit belov filmmak veteran librari mention previous nice know stori effect preserv medium film mean futur gener abl watch back learn horrif event took place time period classic say goe dont learn histori doom repeat iti rate solid,negative
2,film warrant long runtim epic like lawrenc arabia da boot three hour length rocket along brisk pace larg fastidi edit durat pictur necessari one could argu tell stori without sacrif detail coher excit film like heaven gate also runtim three hour bloat selfindulg unaffect watch thank director michael cimino arrog refus cut anythingmartin scorses killer flower moon teeter somewher camp element deserv high prais inargu long pace structur narr issu galor base nonfict novel name david grann film center emmet burkhart simplemind world war veteran return osag nation home uncl william king hale emmet fall osag name molli uncl tell set inherit much peopl oil headright meanwhil someon kill wealthi osag area look like molli famili might nexton paper sound like fascin excit pictur dash psycholog intrigu howev scorses version tale dour swollen predict grann rivet stori transform formula medit moral corrupt greed lack kind suspens momentum screenwrit scorses eric roth cram much narr name mani charact unnecessari scene lead redund dialogu vice versa scrabbl end proceed neatli dont prefer hastili sum event rather let play outhad scorses longtim collabor thelma schoonmak activ edit booth thing could differ brilliant sequenc movi fact first third engag intrigu mysteri success set locat establish charact introduc thing start go downhil pace slow crawl remaind runtim end cours rush sloppi conclus beyond pace fundament flaw editingwis inexplic consid scorses schoonmak prestigefor exampl seemingli import charact introduc disappear long stretch time similarli fate charact either driven home multipl time overlook leav u dark furthermor time cut occur someon open mouth speak includ fact runtim could easili trim forti minut without neg affect narr amateur work far scorses schoonmak levelthi say howev killer flower moon without redeem element make film cultur appropri alway caus worthi commend matter effect scorses also applaud tri someth new although fail deliv compel insight stori exploit osag peopl film doesnt explor histor cultur context osag nation psycholog emot impact murder survivorsscorses roth narr also fail challeng stereotyp prejudic white charact toward osag system injustic face characteris lack depth nuanc reli familiar trope clich attitud focus perspect agenc osag rather corrupt inept white charact scorses could masterpiec handsconvers rodrigo prieto cinematographi evoc enchant make stun watch prove scorses eye visual blind scorses direct prieto captur beauti brutal oklahoma landscap astut jack fisk detail product design lend proceed authent textur rich adam willis set decor jacquelin west costum design compoundsmoreov late great robbi robertson score strike bear resembl work ry cooder full sleazi slide guitar indian chant complement narr perfectli inclus periodaccur song also lend movi dose realism time baz luhrmann insist bizarr use modern music period piec welcom last project robertson work death contribut pictur act power swansongleonardo dicaprio star emmet alongsid lili gladston molli robert deniro king hale dicaprio abil turn brilliant perform take page daniel day lewi playbook intens act must sure best dicaprio spend whole film frown scrunch mouth complet overdo charact express eccentr first third bit rang though latter two third give tonal one note performancea lili gladston initi creat molli nuanc witti charact see peopl doesnt suffer fool find compel captiv howev first third film becom subservi unquest dull medicin reason shall say slow deniro part play king hale like evil georg burn manipul darkli funni moral bereft anytim he screen film joy he best thing itthey support larg cast talent actor great work ty mitchel excel john poor man drawn emmet king hale plan digniti combin jess plemon typic fine work fbi man tom white loui cancelmi seedili slick kelsi morrison stoog king hale hand like cara jade myer molli alcohol sister brendan fraser thank small role king hale lawyer miscast top distract everyth go around themit sad indict film central messag sum succinctli dean martin song money song get le need love thesi film greed spread like plagu richer greedier origin profound tale told much impact back mervyn leroy fbi storyat end day killer flower moon truncat adapt great nonfict book overlong devoid origin meaning messag despit stellar cinematographi evoc score power perform martin scorses killer flower moon underwhelm disappoint,negative
3,martin scorses follow sloppi irishman anoth excurs indulg overnarr three half hour tell stori osag indian murder osag counti oklahoma begin th centuri cinemat work visual retel literatur narr unfocus longwind loquaci watch movi like listen busker go repetiti hour end stori although fascin enough histor context unapp revisionist whiff often reduc simpl usandthem dichotomi scorses keep pound narr drum like aforement busker killer flower moon never becom grandios epic drama purport desper lack subtleti perform could good tighter focus movi de niro onto someth uniqu age selfright patriarch william hale,negative
4,obvious isnt bad amaz director interest stori that way worst way tell stori pov fbi that thing got interest tell stori chronolog order wasnt interest would better hear investig info wait discov order random thing happen along stori didnt deserv much timefollow leo wasnt interest enough hold two hour suppos heart break sad dont know wasnt enough go fill plot fbi get team look cool would much shock hear murder realli driven point home instead kinda experienc itit slow slow worri hour didnt realiz go feel like irishman slow movi isnt bore movi bore slow bore kept wait get go never slow pace disadvantag movi made lose interest made much awar length kept think much longer go think kept shoot ran film,negative
5,im diehard martin scorses fan deep appreci movi other dont quit reson particular film fell somewher middl meconsid extens threehour runtim pace held well never found bore though cant say thoroughli thrill either moment seem like convers lack signific impact narr movi truli hit stride final third tension escal significantlyth act across board outstand especi lead cast dicaprio de niro alway deliv great perform ive becom fan lili gladston visual set design also topnotchi believ import stori skill told dont strong urg watch im glad chanc see,neutral
6,first thing first absolut need ? hour long follow stori ambiti ernest leonardo dicaprio arriv osag home venal uncl king robert de niro encourag ingrati wealthi indigen popul end meet drive independ nononsens molli lili gladston start fall charismat charm fall love marri though love wife ernest prove rather fickl violent man love money behest outwardli benign rel start implement scheme ensur right oil well head move swiftli frequent brutal suitabl owner sudden spate accid kill prudent action fear local council alert author washington despatch team fbi agent led tenaci white jess plemon get bottom thing perhap king hous card might becom precari dicaprio effect play well man juggl intern demon conflict cleverli manipul onform slightli menac de niro gladston steal show though play role decent love shrewd savvi molli strongli start becom victim husband avaric exud sen desper plead dignifi struggl potent illustr far white man prepar go get keep money film beauti shot plausibl look help gener audienc true sen outwardli genteel civilis societi realli anyth write clearli interweav clandestin aspect plot nobl one perhap sacrilegi say though time realli drag felt could easili lost hour condens stori immers u quickli characteris realli suffer good film great film unlik scorses far better irishman im sure rush watch,negative
7,strongli recommend read book film clear movi simpli commun amount event inform book what wrong would say movi mostli faith book except certain chronolog order event problem read book vastli excit experi especi event unfold dont understand score decis ditch mysteri replac noth give away right away who behind dont even get solid charact studi sinc dicaprio charact perform onedimension deniro unfortun back forth two charact alway dynam even final scene suppos cathart moment one charact felt noth short underwhelm one good thing say movi doesnt feel like three half hour although first hour clearli best part rest movi drag quit bit due repetit natur choos tell stori perpetr point view felt like safe choic score done much better might add sever cross cut upshot stylist choic straight goodfella rub wrong way given natur materi nice visual idea cant breath life drab screenplay one best part book investig tom white murder true herculean act scientif evolut method like fingerprint identif wherea movi zap therefor make look like easi catch convict conspiraci behind book show dimens govern corrupt systemat sanction murder went way beyond mere individu movi simpli fail portray properli end coda lucki strike radio show anoth one tame attempt upset audienc remind similar scene much much better movi assassin jessi jame coward bob ford two brother reenact famou murder theater play think movi would better hand director like andrew domin still commend scores put spotlight import part american histori,negative
8,stori conspiratori plot kill member osag nation bounti oil wealth oklahoma one unfamiliar martin scorses decid make killer flower moon three half hour epic impress everi technic level flounder themat emot one perhap neglect proper research read nonfict book base partial led feel cold detach disarray case reson way leonardo dicaprio cast jarringli type ernest cowardli quasi wwii vet pressur amor machiavellian uncl king hale robert de niro marri wealthi osag woman molli lili gladston insinu lineag oil right get pas along wedlock much film distress sen audienc know exactli sort insidi betray happen larg everybodi region intim level ernest molli saw interview scorses seem excit tell stori scheme backstab psychopath doublecross urban crime saga far wilder rural spatial wide open local told interest stori woman fatal unforgiv betray partner worst way might look like onscreen themat well seem far interest first part inde overal tapestri crime clandestin wrongdo often unnecessarili blunt comed upheav fortun well oil pun intend machin vernacular solidli within wheelhous second part intim pictur fals marriag unspeak betray consist shi away explor sort raw element detail unflinch eye emot requir lili gladston undeni give film best perform realli task imbu molli smoulder ancestr rage eleg angel poi utterli captiv she maroon tempest misguid choic miss opportun realli make stori flare aliv polit clockwork fanfar cloud real chanc true poignanc catharsi ive read backstori film scorses pivot away origin plan tell fbi eventu involv ultim sadli littl late toward deliber focu osag plight ident peopl within tragic turmoil well doesnt realli achiev beyond expositori newsreel montag roundtabl elder discus admittedli impress eye costum scene senior member tribe mention could see enemi would kill seem idea perpetr atroc realli narr standpoint pretti darn clear fact none molli especi look anywher close home suspicion simpli didnt ring true well round charact play beauti hauntingli gladston well earn outrag eventu catastroph corros marriag man like ernest rife red flag outset might add someth scorses frustratingli sidestep stifl outright avoid favour cold procedur cant help wonder stori meant told perspect osag may better edgi esoter hand,negative
9,feel like watch differ movi mani review went theater high expectationsth movi brutal honest stori moral bankruptci corrupt decim tribe hand local landown stori differ typic settler move west battl tribe take land marriag murder inherit movi shot well act top notch work withnow bad desper need edit hour fine stori keep pace move plot pertin scene case least hour drawn scene scene complet irrelev like random goofi white guy danc fair almost minut never seen felt like stori told elderli grandfath would lose pace rambl thing unrel event take placether full convers nativ languag subtitl incred irrit dicaprio talk like marbl mouth deniro definit miscast retir time pas period day month year discern shift let know day pas sudden shift end format radio show distast surreal left audienc anxiou leav minut screen darkenedsadli would recommend movi,negative
10,visual movi wellshot set great didnt find movi dull hr run time could shave hour guess kept shift tone angl everi half hour could work favour left hope would sort pay end climact conclus sadli doesnt happenon big issu film lack hero protagonist could relat main charact ernest villain wife would hope would taken heroin role mainli invalid victim entir movi wed never get find wealth ran commun hale want leagu other sinc suspici death happen molli famili never get sen hale come even famili he archetyp crime lord get other work sell ceas use dicaprio seem teeter sling blade territori character know charact ernest brother byron also involv never realli see act like blood rel doesnt seem relationship allthen distract cameo worst brendan fraser outburst court room almost forgot movi watch bad seem scene bunch supposedli power men tri convinc ernest right thing point greater conspiraci leav hangingth end terribl cut radio program almost destroy atmospher film preced felt cheap trite scorses cameo anoth distract almost selfservingso glad terribl incid u histori brought light film dont feel said much took stanc wishi washi effort marti,negative
